date,building,zone,usage_liters,temperature_c,rainfall_mm,is_anomaly,day_of_week,month
2026-04-12,Block C,Hostel Zone,35033,19.0,0.3,0,Sunday,April
2026-04-12,Block D,Hostel Zone,42934,16.2,1.4,0,Sunday,April
2026-04-12,Admin Block,Admin Zone,12168,17.4,0.5,0,Sunday,April
2026-04-12,Library,Academic Zone,6399,14.0,0.8,0,Sunday,April
2026-04-12,Cafeteria,Recreation Zone,14039,13.3,2.3,0,Sunday,April
2026-04-13,Block A,Hostel Zone,70584,18.6,2.9,0,Monday,April
2026-04-13,Block B,Hostel Zone,82125,13.3,0.9,0,Monday,April
2026-04-13,Block C,Hostel Zone,62260,24.0,0.6,0,Monday,April
2026-04-13,Block D,Hostel Zone,68681,13.6,1.8,0,Monday,April
2026-04-13,Admin Block,Admin Zone,14877,22.3,1.1,0,Monday,April
2026-04-13,Library,Academic Zone,11847,11.7,1.4,0,Monday,April
2026-04-13,Cafeteria,Recreation Zone,22830,14.8,4.2,0,Monday,April
2026-04-14,Block A,Hostel Zone,68904,21.7,0.8,0,Tuesday,April
2026-04-14,Block B,Hostel Zone,69504,20.0,0.4,0,Tuesday,April
2026-04-14,Block C,Hostel Zone,62036,21.1,1.3,0,Tuesday,April
2026-04-14,Block D,Hostel Zone,62325,15.8,0.7,0,Tuesday,April
2026-04-14,Admin Block,Admin Zone,17167,13.4,0.1,0,Tuesday,April
2026-04-14,Library,Academic Zone,10434,15.7,2.2,0,Tuesday,April
2026-04-14,Cafeteria,Recreation Zone,19526,22.2,1.3,0,Tuesday,April
2026-04-15,Block A,Hostel Zone,68947,23.7,0.7,0,Wednesday,April
2026-04-15,Block B,Hostel Zone,60906,13.3,0.4,0,Wednesday,April
2026-04-15,Block C,Hostel Zone,61658,16.6,0.6,0,Wednesday,April
2026-04-15,Block D,Hostel Zone,68770,19.4,1.3,0,Wednesday,April
2026-04-15,Admin Block,Admin Zone,18402,15.7,2.0,0,Wednesday,April
2026-04-15,Library,Academic Zone,10975,16.1,0.6,0,Wednesday,April
2026-04-15,Cafeteria,Recreation Zone,20986,19.9,1.4,0,Wednesday,April
2026-04-16,Block A,Hostel Zone,78277,15.1,0.6,0,Thursday,April
2026-04-16,Block B,Hostel Zone,75440,18.0,0.6,0,Thursday,April
2026-04-16,Block C,Hostel Zone,65694,8.7,1.3,0,Thursday,April
2026-04-16,Block D,Hostel Zone,70177,14.6,2.0,0,Thursday,April
2026-04-16,Admin Block,Admin Zone,19198,13.8,1.2,0,Thursday,April
2026-04-16,Library,Academic Zone,10519,15.5,0.3,0,Thursday,April
2026-04-16,Cafeteria,Recreation Zone,21405,17.6,2.4,0,Thursday,April
2026-04-17,Block A,Hostel Zone,63276,20.1,1.7,0,Friday,April
2026-04-17,Block B,Hostel Zone,73320,16.0,0.3,0,Friday,April
2026-04-17,Block C,Hostel Zone,66046,20.5,1.7,0,Friday,April
2026-04-17,Block D,Hostel Zone,71382,12.9,0.4,0,Friday,April
2026-04-17,Admin Block,Admin Zone,16282,14.7,1.0,0,Friday,April
2026-04-17,Library,Academic Zone,8453,22.5,1.0,0,Friday,April
2026-04-17,Cafeteria,Recreation Zone,21013,16.7,0.6,0,Friday,April
2026-04-18,Block A,Hostel Zone,44714,19.4,4.1,0,Saturday,April
2026-04-18,Block B,Hostel Zone,49159,14.9,2.0,0,Saturday,April
2026-04-18,Block C,Hostel Zone,42011,16.1,0.2,0,Saturday,April
2026-04-18,Block D,Hostel Zone,45511,17.3,1.2,0,Saturday,April
2026-04-18,Admin Block,Admin Zone,11904,10.0,0.4,0,Saturday,April
2026-04-18,Library,Academic Zone,8402,16.7,1.6,0,Saturday,April
2026-04-18,Cafeteria,Recreation Zone,12779,11.5,1.7,0,Saturday,April
2026-04-19,Block A,Hostel Zone,47835,13.6,0.3,0,Sunday,April
2026-04-19,Block B,Hostel Zone,47090,16.5,0.2,0,Sunday,April
2026-04-19,Block C,Hostel Zone,40297,19.6,3.3,0,Sunday,April
2026-04-19,Block D,Hostel Zone,38777,14.0,1.5,0,Sunday,April
2026-04-19,Admin Block,Admin Zone,9088,19.7,0.5,0,Sunday,April
2026-04-19,Library,Academic Zone,8319,14.6,0.4,0,Sunday,April
2026-04-19,Cafeteria,Recreation Zone,10900,14.8,3.0,0,Sunday,April
2026-04-20,Block A,Hostel Zone,76084,22.6,3.1,0,Monday,April
2026-04-20,Block B,Hostel Zone,77163,14.5,2.1,0,Monday,April
2026-04-20,Block C,Hostel Zone,58009,18.4,2.9,0,Monday,April
2026-04-20,Block D,Hostel Zone,65466,14.5,1.4,0,Monday,April
2026-04-20,Admin Block,Admin Zone,37725,19.3,0.5,1,Monday,April
2026-04-20,Library,Academic Zone,11606,16.7,0.5,0,Monday,April
2026-04-20,Cafeteria,Recreation Zone,20598,18.1,1.3,0,Monday,April
2026-04-21,Block A,Hostel Zone,71933,15.4,2.7,0,Tuesday,April
2026-04-21,Block B,Hostel Zone,71193,18.8,0.5,0,Tuesday,April
2026-04-21,Block C,Hostel Zone,60239,22.7,2.7,0,Tuesday,April
2026-04-21,Block D,Hostel Zone,63698,16.9,1.2,0,Tuesday,April
2026-04-21,Admin Block,Admin Zone,14846,20.1,0.8,0,Tuesday,April
2026-04-21,Library,Academic Zone,12221,19.9,4.5,0,Tuesday,April
2026-04-21,Cafeteria,Recreation Zone,18250,13.4,2.2,0,Tuesday,April
2026-04-22,Block A,Hostel Zone,64774,17.7,4.0,0,Wednesday,April
2026-04-22,Block B,Hostel Zone,70384,14.0,2.3,0,Wednesday,April
2026-04-22,Block C,Hostel Zone,66322,16.9,1.8,0,Wednesday,April
2026-04-22,Block D,Hostel Zone,71594,13.4,0.9,0,Wednesday,April
2026-04-22,Admin Block,Admin Zone,17264,21.2,0.1,0,Wednesday,April
2026-04-22,Library,Academic Zone,11081,13.8,1.9,0,Wednesday,April
2026-04-22,Cafeteria,Recreation Zone,19320,14.4,0.9,0,Wednesday,April
2026-04-23,Block A,Hostel Zone,70184,15.3,1.5,0,Thursday,April
2026-04-23,Block B,Hostel Zone,61888,12.9,0.5,0,Thursday,April
2026-04-23,Block C,Hostel Zone,63302,17.1,1.3,0,Thursday,April
2026-04-23,Block D,Hostel Zone,64564,17.6,1.3,0,Thursday,April
2026-04-23,Admin Block,Admin Zone,17042,16.8,4.3,0,Thursday,April
2026-04-23,Library,Academic Zone,11914,14.5,2.5,0,Thursday,April
2026-04-23,Cafeteria,Recreation Zone,18617,15.9,1.4,0,Thursday,April
2026-04-24,Block A,Hostel Zone,68370,14.2,0.4,0,Friday,April
2026-04-24,Block B,Hostel Zone,74998,16.6,1.0,0,Friday,April
2026-04-24,Block C,Hostel Zone,61699,19.5,1.3,0,Friday,April
2026-04-24,Block D,Hostel Zone,74270,23.8,1.4,0,Friday,April
2026-04-24,Admin Block,Admin Zone,17062,17.5,2.5,0,Friday,April
2026-04-24,Library,Academic Zone,11974,14.6,1.4,0,Friday,April
2026-04-24,Cafeteria,Recreation Zone,20820,16.9,0.5,0,Friday,April
2026-04-25,Block A,Hostel Zone,41203,14.8,2.7,0,Saturday,April
2026-04-25,Block B,Hostel Zone,47010,15.5,0.3,0,Saturday,April
2026-04-25,Block C,Hostel Zone,37865,19.4,1.0,0,Saturday,April
2026-04-25,Block D,Hostel Zone,40977,16.4,1.0,0,Saturday,April
2026-04-25,Admin Block,Admin Zone,10946,11.4,0.2,0,Saturday,April
2026-04-25,Library,Academic Zone,7660,14.9,0.4,0,Saturday,April
2026-04-25,Cafeteria,Recreation Zone,11243,10.3,1.2,0,Saturday,April
2026-04-26,Block A,Hostel Zone,44150,16.4,0.8,0,Sunday,April
2026-04-26,Block B,Hostel Zone,46322,14.2,1.6,0,Sunday,April
2026-04-26,Block C,Hostel Zone,42826,15.5,0.5,0,Sunday,April
2026-04-26,Block D,Hostel Zone,44425,20.6,0.3,0,Sunday,April
2026-04-26,Admin Block,Admin Zone,10946,15.0,0.6,0,Sunday,April
2026-04-26,Library,Academic Zone,6201,17.2,1.1,0,Sunday,April
2026-04-26,Cafeteria,Recreation Zone,14074,11.5,0.5,0,Sunday,April
2026-04-27,Block A,Hostel Zone,73148,18.3,0.7,0,Monday,April
2026-04-27,Block B,Hostel Zone,64390,14.0,0.2,0,Monday,April
2026-04-27,Block C,Hostel Zone,65875,10.1,1.0,0,Monday,April
2026-04-27,Block D,Hostel Zone,61906,13.2,1.6,0,Monday,April
2026-04-27,Admin Block,Admin Zone,15831,16.9,2.7,0,Monday,April
2026-04-27,Library,Academic Zone,10861,17.0,1.1,0,Monday,April
2026-04-27,Cafeteria,Recreation Zone,20161,15.8,1.3,0,Monday,April
2026-04-28,Block A,Hostel Zone,61724,12.0,0.4,0,Tuesday,April
2026-04-28,Block B,Hostel Zone,71278,16.4,0.1,0,Tuesday,April
2026-04-28,Block C,Hostel Zone,67494,20.2,0.5,0,Tuesday,April
2026-04-28,Block D,Hostel Zone,68148,15.2,1.0,0,Tuesday,April
2026-04-28,Admin Block,Admin Zone,17298,15.9,0.8,0,Tuesday,April
2026-04-28,Library,Academic Zone,11278,14.3,2.5,0,Tuesday,April
2026-04-28,Cafeteria,Recreation Zone,20070,15.3,2.5,0,Tuesday,April
2026-04-29,Block A,Hostel Zone,68788,19.4,0.3,0,Wednesday,April
2026-04-29,Block B,Hostel Zone,72056,13.1,0.5,0,Wednesday,April
2026-04-29,Block C,Hostel Zone,61904,19.3,0.3,0,Wednesday,April
2026-04-29,Block D,Hostel Zone,62290,20.6,1.0,0,Wednesday,April
2026-04-29,Admin Block,Admin Zone,14661,20.2,0.4,0,Wednesday,April
2026-04-29,Library,Academic Zone,10060,19.8,0.3,0,Wednesday,April
2026-04-29,Cafeteria,Recreation Zone,21679,15.0,0.6,0,Wednesday,April
2026-04-30,Block A,Hostel Zone,60616,16.2,1.4,0,Thursday,April
2026-04-30,Block B,Hostel Zone,79691,12.2,1.3,0,Thursday,April
2026-04-30,Block C,Hostel Zone,62229,18.1,0.6,0,Thursday,April
2026-04-30,Block D,Hostel Zone,74068,19.2,1.3,0,Thursday,April
2026-04-30,Admin Block,Admin Zone,16242,11.3,1.4,0,Thursday,April
2026-04-30,Library,Academic Zone,11195,16.1,1.6,0,Thursday,April
2026-04-30,Cafeteria,Recreation Zone,21856,15.6,1.8,0,Thursday,April
2026-05-01,Block A,Hostel Zone,75947,18.8,8.3,0,Friday,May
2026-05-01,Block B,Hostel Zone,78085,21.7,5.7,0,Friday,May
2026-05-01,Block C,Hostel Zone,71653,25.0,1.8,0,Friday,May
2026-05-01,Block D,Hostel Zone,69680,23.9,6.4,0,Friday,May
2026-05-01,Admin Block,Admin Zone,17072,23.0,2.0,0,Friday,May
2026-05-01,Library,Academic Zone,11239,12.2,13.5,0,Friday,May
2026-05-01,Cafeteria,Recreation Zone,23083,19.2,3.2,0,Friday,May
2026-05-02,Block A,Hostel Zone,51290,16.4,1.4,0,Saturday,May
2026-05-02,Block B,Hostel Zone,52108,22.7,7.1,0,Saturday,May
2026-05-02,Block C,Hostel Zone,39461,22.6,3.1,0,Saturday,May
2026-05-02,Block D,Hostel Zone,46332,18.2,7.6,0,Saturday,May
2026-05-02,Admin Block,Admin Zone,11737,19.0,5.4,0,Saturday,May
2026-05-02,Library,Academic Zone,8395,17.5,1.4,0,Saturday,May
2026-05-02,Cafeteria,Recreation Zone,15747,21.9,0.6,0,Saturday,May
2026-05-03,Block A,Hostel Zone,45545,25.7,5.3,0,Sunday,May
2026-05-03,Block B,Hostel Zone,52099,18.9,2.3,0,Sunday,May
2026-05-03,Block C,Hostel Zone,53835,23.9,10.9,0,Sunday,May
2026-05-03,Block D,Hostel Zone,43473,20.2,4.6,0,Sunday,May
2026-05-03,Admin Block,Admin Zone,12644,16.9,3.4,0,Sunday,May
2026-05-03,Library,Academic Zone,9676,15.8,4.5,0,Sunday,May
2026-05-03,Cafeteria,Recreation Zone,17444,17.7,5.8,0,Sunday,May
2026-05-04,Block A,Hostel Zone,62684,20.0,7.4,0,Monday,May
2026-05-04,Block B,Hostel Zone,64284,19.0,4.3,0,Monday,May
2026-05-04,Block C,Hostel Zone,68038,27.2,5.5,0,Monday,May
2026-05-04,Block D,Hostel Zone,58050,18.1,2.3,0,Monday,May
2026-05-04,Admin Block,Admin Zone,17256,20.4,2.3,0,Monday,May
2026-05-04,Library,Academic Zone,12018,18.3,2.7,0,Monday,May
2026-05-04,Cafeteria,Recreation Zone,19809,25.1,13.4,0,Monday,May
2026-05-05,Block A,Hostel Zone,68625,19.0,4.9,0,Tuesday,May
2026-05-05,Block B,Hostel Zone,75086,20.8,8.4,0,Tuesday,May
2026-05-05,Block C,Hostel Zone,74338,15.8,11.9,0,Tuesday,May
2026-05-05,Block D,Hostel Zone,73407,22.6,4.1,0,Tuesday,May
2026-05-05,Admin Block,Admin Zone,15796,20.9,4.8,0,Tuesday,May
2026-05-05,Library,Academic Zone,13202,24.1,0.8,0,Tuesday,May
2026-05-05,Cafeteria,Recreation Zone,23512,20.6,4.9,0,Tuesday,May
2026-05-06,Block A,Hostel Zone,66700,21.0,7.5,0,Wednesday,May
2026-05-06,Block B,Hostel Zone,71235,21.0,7.1,0,Wednesday,May
2026-05-06,Block C,Hostel Zone,75813,19.5,11.9,0,Wednesday,May
2026-05-06,Block D,Hostel Zone,71434,20.3,1.4,0,Wednesday,May
2026-05-06,Admin Block,Admin Zone,17989,19.1,3.1,0,Wednesday,May
2026-05-06,Library,Academic Zone,13718,14.3,4.0,0,Wednesday,May
2026-05-06,Cafeteria,Recreation Zone,21760,20.2,2.0,0,Wednesday,May
2026-05-07,Block A,Hostel Zone,79180,18.8,4.7,0,Thursday,May
2026-05-07,Block B,Hostel Zone,79675,17.3,1.3,0,Thursday,May
2026-05-07,Block C,Hostel Zone,72854,18.2,3.7,0,Thursday,May
2026-05-07,Block D,Hostel Zone,70374,23.6,2.8,0,Thursday,May
2026-05-07,Admin Block,Admin Zone,17850,20.7,2.3,0,Thursday,May
2026-05-07,Library,Academic Zone,11035,16.7,15.4,0,Thursday,May
2026-05-07,Cafeteria,Recreation Zone,22236,14.3,1.4,0,Thursday,May
2026-05-08,Block A,Hostel Zone,62803,25.1,8.3,0,Friday,May
2026-05-08,Block B,Hostel Zone,72565,25.0,3.3,0,Friday,May
2026-05-08,Block C,Hostel Zone,70089,20.2,6.5,0,Friday,May
2026-05-08,Block D,Hostel Zone,83786,15.4,0.1,0,Friday,May
2026-05-08,Admin Block,Admin Zone,17030,19.9,8.2,0,Friday,May
2026-05-08,Library,Academic Zone,11884,18.1,4.4,0,Friday,May
2026-05-08,Cafeteria,Recreation Zone,19299,20.3,2.9,0,Friday,May
2026-05-09,Block A,Hostel Zone,51449,23.0,2.3,0,Saturday,May
2026-05-09,Block B,Hostel Zone,48944,18.5,3.6,0,Saturday,May
2026-05-09,Block C,Hostel Zone,48184,25.4,3.2,0,Saturday,May
2026-05-09,Block D,Hostel Zone,45544,22.9,2.8,0,Saturday,May
2026-05-09,Admin Block,Admin Zone,12442,18.8,4.0,0,Saturday,May
2026-05-09,Library,Academic Zone,7960,22.8,2.8,0,Saturday,May
2026-05-09,Cafeteria,Recreation Zone,16445,15.3,4.2,0,Saturday,May
2026-05-10,Block A,Hostel Zone,50548,15.1,6.4,0,Sunday,May
2026-05-10,Block B,Hostel Zone,51855,18.1,3.5,0,Sunday,May
2026-05-10,Block C,Hostel Zone,42010,18.3,3.4,0,Sunday,May
2026-05-10,Block D,Hostel Zone,52537,14.4,3.2,0,Sunday,May
2026-05-10,Admin Block,Admin Zone,12118,23.3,7.8,0,Sunday,May
2026-05-10,Library,Academic Zone,8272,14.6,1.4,0,Sunday,May
2026-05-10,Cafeteria,Recreation Zone,14712,27.5,4.0,0,Sunday,May
2026-05-11,Block A,Hostel Zone,83414,21.3,9.9,0,Monday,May
2026-05-11,Block B,Hostel Zone,73338,17.4,0.5,0,Monday,May
2026-05-11,Block C,Hostel Zone,77626,19.8,8.7,0,Monday,May
2026-05-11,Block D,Hostel Zone,70836,14.8,4.3,0,Monday,May
2026-05-11,Admin Block,Admin Zone,18380,26.6,4.4,0,Monday,May
2026-05-11,Library,Academic Zone,12550,23.2,4.8,0,Monday,May
2026-05-11,Cafeteria,Recreation Zone,21160,24.3,1.9,0,Monday,May
2026-05-12,Block A,Hostel Zone,68209,16.3,4.0,0,Tuesday,May
2026-05-12,Block B,Hostel Zone,80145,16.6,7.9,0,Tuesday,May
2026-05-12,Block C,Hostel Zone,60788,16.3,0.5,0,Tuesday,May
2026-05-12,Block D,Hostel Zone,73476,19.8,5.5,0,Tuesday,May
2026-05-12,Admin Block,Admin Zone,18562,20.1,9.1,0,Tuesday,May
2026-05-12,Library,Academic Zone,13036,18.6,4.8,0,Tuesday,May
2026-05-12,Cafeteria,Recreation Zone,21181,22.0,1.0,0,Tuesday,May
2026-05-13,Block A,Hostel Zone,71355,23.6,0.9,0,Wednesday,May
2026-05-13,Block B,Hostel Zone,74743,18.0,2.9,0,Wednesday,May
2026-05-13,Block C,Hostel Zone,61944,16.1,1.5,0,Wednesday,May
2026-05-13,Block D,Hostel Zone,68786,20.3,4.5,0,Wednesday,May
2026-05-13,Admin Block,Admin Zone,16505,23.4,0.7,0,Wednesday,May
2026-05-13,Library,Academic Zone,11208,22.8,2.5,0,Wednesday,May
2026-05-13,Cafeteria,Recreation Zone,25760,18.8,8.7,0,Wednesday,May
2026-05-14,Block A,Hostel Zone,81877,21.3,11.5,0,Thursday,May
2026-05-14,Block B,Hostel Zone,64373,19.0,4.7,0,Thursday,May
2026-05-14,Block C,Hostel Zone,74856,14.1,3.9,0,Thursday,May
2026-05-14,Block D,Hostel Zone,62010,20.1,1.5,0,Thursday,May
2026-05-14,Admin Block,Admin Zone,17984,18.2,5.3,0,Thursday,May
2026-05-14,Library,Academic Zone,12666,22.0,8.5,0,Thursday,May
2026-05-14,Cafeteria,Recreation Zone,23485,25.2,0.2,0,Thursday,May
2026-05-15,Block A,Hostel Zone,68661,20.7,5.6,0,Friday,May
2026-05-15,Block B,Hostel Zone,65946,18.5,5.7,0,Friday,May
2026-05-15,Block C,Hostel Zone,56347,26.1,7.7,0,Friday,May
2026-05-15,Block D,Hostel Zone,76217,18.8,2.5,0,Friday,May
2026-05-15,Admin Block,Admin Zone,18353,21.8,2.5,0,Friday,May
2026-05-15,Library,Academic Zone,12422,15.8,1.9,0,Friday,May
2026-05-15,Cafeteria,Recreation Zone,20927,23.2,8.0,0,Friday,May
2026-05-16,Block A,Hostel Zone,53525,24.0,3.8,0,Saturday,May
2026-05-16,Block B,Hostel Zone,54883,21.6,7.7,0,Saturday,May
2026-05-16,Block C,Hostel Zone,45974,18.1,4.8,0,Saturday,May
2026-05-16,Block D,Hostel Zone,51790,18.9,0.3,0,Saturday,May
2026-05-16,Admin Block,Admin Zone,13182,23.8,1.9,0,Saturday,May
2026-05-16,Library,Academic Zone,7332,20.3,2.8,0,Saturday,May
2026-05-16,Cafeteria,Recreation Zone,14965,22.9,4.9,0,Saturday,May
2026-05-17,Block A,Hostel Zone,46203,23.5,3.3,0,Sunday,May
2026-05-17,Block B,Hostel Zone,52678,15.3,6.2,0,Sunday,May
2026-05-17,Block C,Hostel Zone,48884,14.2,2.2,0,Sunday,May
2026-05-17,Block D,Hostel Zone,50176,19.0,2.8,0,Sunday,May
2026-05-17,Admin Block,Admin Zone,11613,23.4,5.2,0,Sunday,May
2026-05-17,Library,Academic Zone,8125,18.2,1.4,0,Sunday,May
2026-05-17,Cafeteria,Recreation Zone,13505,23.6,13.4,0,Sunday,May
2026-05-18,Block A,Hostel Zone,66427,21.9,7.6,0,Monday,May
2026-05-18,Block B,Hostel Zone,79676,21.0,9.8,0,Monday,May
2026-05-18,Block C,Hostel Zone,73476,22.9,2.8,0,Monday,May
2026-05-18,Block D,Hostel Zone,78560,16.4,5.2,0,Monday,May
2026-05-18,Admin Block,Admin Zone,17366,18.0,5.7,0,Monday,May
2026-05-18,Library,Academic Zone,11535,21.2,1.8,0,Monday,May
2026-05-18,Cafeteria,Recreation Zone,23533,17.4,2.1,0,Monday,May
2026-05-19,Block A,Hostel Zone,78816,17.1,1.1,0,Tuesday,May
2026-05-19,Block B,Hostel Zone,79039,19.4,6.8,0,Tuesday,May
2026-05-19,Block C,Hostel Zone,71019,22.0,3.9,0,Tuesday,May
2026-05-19,Block D,Hostel Zone,68578,18.2,3.6,0,Tuesday,May
2026-05-19,Admin Block,Admin Zone,16816,21.0,1.9,0,Tuesday,May
2026-05-19,Library,Academic Zone,13397,16.2,9.3,0,Tuesday,May
2026-05-19,Cafeteria,Recreation Zone,24752,19.8,2.6,0,Tuesday,May
2026-05-20,Block A,Hostel Zone,79634,20.8,6.0,0,Wednesday,May
2026-05-20,Block B,Hostel Zone,71682,22.2,2.4,0,Wednesday,May
2026-05-20,Block C,Hostel Zone,70248,20.3,1.6,0,Wednesday,May
2026-05-20,Block D,Hostel Zone,85604,21.1,6.4,0,Wednesday,May
2026-05-20,Admin Block,Admin Zone,17956,19.3,10.5,0,Wednesday,May
2026-05-20,Library,Academic Zone,12906,19.8,3.3,0,Wednesday,May
2026-05-20,Cafeteria,Recreation Zone,23181,19.1,1.6,0,Wednesday,May
2026-05-21,Block A,Hostel Zone,82544,22.4,2.3,0,Thursday,May
2026-05-21,Block B,Hostel Zone,71898,20.0,7.6,0,Thursday,May
2026-05-21,Block C,Hostel Zone,66223,19.1,2.9,0,Thursday,May
2026-05-21,Block D,Hostel Zone,80983,20.1,4.5,0,Thursday,May
2026-05-21,Admin Block,Admin Zone,17319,22.5,7.0,0,Thursday,May
2026-05-21,Library,Academic Zone,12226,25.3,2.8,0,Thursday,May
2026-05-21,Cafeteria,Recreation Zone,21843,16.8,3.6,0,Thursday,May
2026-05-22,Block A,Hostel Zone,69019,24.0,3.8,0,Friday,May
2026-05-22,Block B,Hostel Zone,79702,23.9,12.6,0,Friday,May
2026-05-22,Block C,Hostel Zone,61324,17.8,2.4,0,Friday,May
2026-05-22,Block D,Hostel Zone,74479,13.9,3.4,0,Friday,May
2026-05-22,Admin Block,Admin Zone,19646,16.5,16.7,0,Friday,May
2026-05-22,Library,Academic Zone,12078,19.7,12.2,0,Friday,May
2026-05-22,Cafeteria,Recreation Zone,21930,15.9,5.7,0,Friday,May
2026-05-23,Block A,Hostel Zone,52619,21.3,6.4,0,Saturday,May
2026-05-23,Block B,Hostel Zone,49775,15.7,4.0,0,Saturday,May
2026-05-23,Block C,Hostel Zone,38879,11.5,12.7,0,Saturday,May
2026-05-23,Block D,Hostel Zone,47841,19.5,1.1,0,Saturday,May
2026-05-23,Admin Block,Admin Zone,11854,21.9,16.2,0,Saturday,May
2026-05-23,Library,Academic Zone,8422,17.6,3.4,0,Saturday,May
2026-05-23,Cafeteria,Recreation Zone,16910,19.2,3.2,0,Saturday,May
2026-05-24,Block A,Hostel Zone,43893,21.7,0.1,0,Sunday,May
2026-05-24,Block B,Hostel Zone,54082,15.1,1.3,0,Sunday,May
2026-05-24,Block C,Hostel Zone,49074,23.1,11.5,0,Sunday,May
2026-05-24,Block D,Hostel Zone,48471,18.3,7.8,0,Sunday,May
2026-05-24,Admin Block,Admin Zone,13188,18.0,0.8,0,Sunday,May
2026-05-24,Library,Academic Zone,8009,20.7,3.3,0,Sunday,May
2026-05-24,Cafeteria,Recreation Zone,15445,18.5,4.6,0,Sunday,May
2026-05-25,Block A,Hostel Zone,66801,15.7,3.0,0,Monday,May
2026-05-25,Block B,Hostel Zone,84769,19.7,11.5,0,Monday,May
2026-05-25,Block C,Hostel Zone,66157,21.8,2.8,0,Monday,May
2026-05-25,Block D,Hostel Zone,78635,20.4,1.4,0,Monday,May
2026-05-25,Admin Block,Admin Zone,19190,20.3,0.4,0,Monday,May
2026-05-25,Library,Academic Zone,14138,20.1,14.5,0,Monday,May
2026-05-25,Cafeteria,Recreation Zone,20520,19.9,4.6,0,Monday,May
2026-05-26,Block A,Hostel Zone,71877,20.1,6.2,0,Tuesday,May
2026-05-26,Block B,Hostel Zone,68681,22.1,4.6,0,Tuesday,May
2026-05-26,Block C,Hostel Zone,80662,26.1,8.8,0,Tuesday,May
2026-05-26,Block D,Hostel Zone,72558,19.3,3.0,0,Tuesday,May
2026-05-26,Admin Block,Admin Zone,18710,18.0,1.0,0,Tuesday,May
2026-05-26,Library,Academic Zone,13334,16.2,6.7,0,Tuesday,May
2026-05-26,Cafeteria,Recreation Zone,23150,23.1,1.4,0,Tuesday,May
2026-05-27,Block A,Hostel Zone,71098,20.0,1.7,0,Wednesday,May
2026-05-27,Block B,Hostel Zone,77241,22.2,7.2,0,Wednesday,May
2026-05-27,Block C,Hostel Zone,63448,10.5,3.2,0,Wednesday,May
2026-05-27,Block D,Hostel Zone,80991,15.5,5.7,0,Wednesday,May
2026-05-27,Admin Block,Admin Zone,15108,19.5,1.9,0,Wednesday,May
2026-05-27,Library,Academic Zone,11590,19.8,3.7,0,Wednesday,May
2026-05-27,Cafeteria,Recreation Zone,18957,22.2,3.9,0,Wednesday,May
2026-05-28,Block A,Hostel Zone,74751,24.7,3.4,0,Thursday,May
2026-05-28,Block B,Hostel Zone,85904,18.7,1.1,0,Thursday,May
2026-05-28,Block C,Hostel Zone,71211,18.9,5.7,0,Thursday,May
2026-05-28,Block D,Hostel Zone,81902,17.4,4.1,0,Thursday,May
2026-05-28,Admin Block,Admin Zone,16213,22.0,3.6,0,Thursday,May
2026-05-28,Library,Academic Zone,12988,16.8,3.1,0,Thursday,May
2026-05-28,Cafeteria,Recreation Zone,52752,21.8,6.5,1,Thursday,May
2026-05-29,Block A,Hostel Zone,67860,18.6,10.2,0,Friday,May
2026-05-29,Block B,Hostel Zone,73068,22.1,3.7,0,Friday,May
2026-05-29,Block C,Hostel Zone,68671,24.2,2.6,0,Friday,May
2026-05-29,Block D,Hostel Zone,76917,21.6,4.7,0,Friday,May
2026-05-29,Admin Block,Admin Zone,17217,20.2,7.7,0,Friday,May
2026-05-29,Library,Academic Zone,13012,18.6,2.0,0,Friday,May
2026-05-29,Cafeteria,Recreation Zone,20200,17.9,4.8,0,Friday,May
2026-05-30,Block A,Hostel Zone,48236,20.4,2.7,0,Saturday,May
2026-05-30,Block B,Hostel Zone,51584,23.8,1.3,0,Saturday,May
2026-05-30,Block C,Hostel Zone,47225,16.0,5.7,0,Saturday,May
2026-05-30,Block D,Hostel Zone,51692,21.8,8.3,0,Saturday,May
2026-05-30,Admin Block,Admin Zone,13423,17.4,5.9,0,Saturday,May
2026-05-30,Library,Academic Zone,7789,21.5,2.1,0,Saturday,May
2026-05-30,Cafeteria,Recreation Zone,17064,17.5,1.3,0,Saturday,May
2026-05-31,Block A,Hostel Zone,48357,18.0,0.7,0,Sunday,May
2026-05-31,Block B,Hostel Zone,46795,18.8,1.7,0,Sunday,May
2026-05-31,Block C,Hostel Zone,47774,18.7,2.8,0,Sunday,May
2026-05-31,Block D,Hostel Zone,44827,18.4,10.1,0,Sunday,May
2026-05-31,Admin Block,Admin Zone,12203,22.6,8.6,0,Sunday,May
2026-05-31,Library,Academic Zone,7820,25.0,5.2,0,Sunday,May
2026-05-31,Cafeteria,Recreation Zone,13741,21.1,2.9,0,Sunday,May
2026-06-01,Block A,Hostel Zone,76309,28.3,0.7,0,Monday,June
2026-06-01,Block B,Hostel Zone,85731,26.4,8.4,0,Monday,June
2026-06-01,Block C,Hostel Zone,78821,27.9,2.2,0,Monday,June
2026-06-01,Block D,Hostel Zone,89927,28.6,4.4,0,Monday,June
2026-06-01,Admin Block,Admin Zone,16721,25.7,19.3,0,Monday,June
2026-06-01,Library,Academic Zone,11564,27.0,7.1,0,Monday,June
2026-06-01,Cafeteria,Recreation Zone,25384,24.0,3.3,0,Monday,June
